SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
HEDERA HELIX (HERA);60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919120092207;1057304600058;7896658021442;    -     ;    -     ;LIBERAFLUX;7,5 MG XPE CT FR PLAS AMB X 100 ML + COP;R5C - EXPECTORANTES;Fitoterápico;Liberado;12,16;13,62;15,74;16,83;14,65;16,95;14,74;17,07;14,83;17,56;18,27;21,03;22,43;20,25;22,59;20,38;22,74;20,50;23,37;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
TOPIRAMATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030056003;1057304610010;7896658021770;    -     ;    -     ;VIDMAX;25 MG COM REV CT BL AL/AL X 10 ;N3A - ANTIEPILÉPTICOS;Similar;Regulado;12,86;12,86;14,61;15,49;15,49;15,59;15,59;15,68;15,68;16,08;17,78;20,20;21,41;21,41;21,55;21,55;21,68;21,68;22,23;Não;Sim;Sim;Não;;Positiva;Não;Tarja  Vermelha
TOPIRAMATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030056103;1057304610053;7896658009631;    -     ;    -     ;VIDMAX;25 MG COM REV CT BL AL/AL X 60;N3A - ANTIEPILÉPTICOS;Similar;Regulado;77,13;77,13;87,65;92,93;92,93;93,49;93,49;94,06;94,06;96,41;106,63;121,17;128,47;128,47;129,24;129,24;130,03;130,03;133,28;Não;Sim;Sim;Não;;Positiva;Sim;Tarja  Vermelha
TOPIRAMATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030056203;1057304610088;7896658021824;    -     ;    -     ;VIDMAX;50 MG COM REV CT BL AL/AL X 10;N3A - ANTIEPILÉPTICOS;Similar;Regulado;25,56;25,56;29,05;30,80;30,80;30,98;30,98;31,17;31,17;31,95;35,34;40,16;42,58;42,58;42,83;42,83;43,09;43,09;44,17;Não;Sim;Sim;Não;;Positiva;Sim;Tarja  Vermelha
TOPIRAMATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030056303;1057304610126;7896658009662;    -     ;    -     ;VIDMAX;50 MG COM REV CT BL AL/AL X 60;N3A - ANTIEPILÉPTICOS;Similar;Regulado;153,40;153,40;174,32;184,82;184,82;185,94;185,94;187,07;187,07;191,75;212,07;240,99;255,50;255,50;257,05;257,05;258,61;258,61;265,08;Não;Sim;Sim;Não;;Positiva;Sim;Tarja  Vermelha
TOPIRAMATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030056403;1057304610150;7896658021879;    -     ;    -     ;VIDMAX;100 MG COM REV CT BL AL/AL X 10 ;N3A - ANTIEPILÉPTICOS;Similar;Regulado;51,50;51,50;58,52;62,05;62,05;62,42;62,42;62,80;62,80;64,38;71,20;80,90;85,78;85,78;86,29;86,29;86,82;86,82;89,00;Não;Sim;Sim;Não;;Positiva;Não;Tarja  Vermelha
TOPIRAMATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030056503;1057304610193;7896658009693;    -     ;    -     ;VIDMAX;100 MG COM REV CT BL AL/AL X 60;N3A - ANTIEPILÉPTICOS;Similar;Regulado;308,84;308,84;350,95;372,10;372,10;374,35;374,35;376,63;376,63;386,05;426,95;485,17;514,41;514,41;517,52;517,52;520,67;520,67;533,69;Não;Sim;Sim;Não;;Positiva;Sim;Tarja  Vermelha
PANTOPRAZOL;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030055203;1057304620016;7896658021664;    -     ;    -     ;ADIPEPT;20 MG COM REV CT BL AL AL X 7;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Similar;Regulado;18,61;18,61;21,15;22,42;22,42;22,56;22,56;22,70;22,70;23,26;25,73;29,24;30,99;30,99;31,19;31,19;31,38;31,38;32,16;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PANTOPRAZOL;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030055303;1057304620024;7896658021671;    -     ;    -     ;ADIPEPT;20 MG COM REV CT BL AL AL X 14;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Similar;Regulado;37,24;37,24;42,32;44,87;44,87;45,14;45,14;45,41;45,41;46,55;51,48;58,50;62,03;62,03;62,40;62,40;62,78;62,78;64,35;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
PANTOPRAZOL;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030055403;1057304620032;7896658021688;    -     ;    -     ;ADIPEPT;20 MG COM REV CT BL AL AL X 28;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Similar;Regulado;74,45;74,45;84,60;89,70;89,70;90,24;90,24;90,79;90,79;93,06;102,92;116,95;124,00;124,00;124,75;124,75;125,51;125,51;128,65;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PANTOPRAZOL;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030055503;1057304620040;7896658021695;    -     ;    -     ;ADIPEPT;20 MG COM REV CT BL AL AL X 42;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Similar;Regulado;111,67;111,67;126,90;134,54;134,54;135,36;135,36;136,18;136,18;139,59;154,38;175,43;185,99;185,99;187,13;187,13;188,26;188,26;192,97;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
PANTOPRAZOL;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030055603;1057304620067;7896658021718;    -     ;    -     ;ADIPEPT;40 MG COM REV CT BL AL AL X 7 ;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Similar;Regulado;32,73;32,73;37,19;39,43;39,43;39,67;39,67;39,91;39,91;40,91;45,25;51,41;54,51;54,51;54,84;54,84;55,17;55,17;56,56;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PANTOPRAZOL;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030055703;1057304620075;7896658021725;    -     ;    -     ;ADIPEPT;40 MG COM REV CT BL AL AL X 14;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Similar;Regulado;65,44;65,44;74,36;78,84;78,84;79,32;79,32;79,80;79,80;81,80;90,47;102,80;108,99;108,99;109,66;109,66;110,32;110,32;113,08;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PANTOPRAZOL;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030055803;1057304620083;7896658021732;    -     ;    -     ;ADIPEPT;40 MG COM REV CT BL AL AL X 28;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Similar;Regulado;130,91;130,91;148,76;157,72;157,72;158,68;158,68;159,65;159,65;163,64;180,98;205,65;218,04;218,04;219,37;219,37;220,71;220,71;226,22;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PANTOPRAZOL;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514030055903;1057304620091;7896658021749;    -     ;    -     ;ADIPEPT;40 MG COM REV CT BL AL AL X 42;A2B2 - INIBIDORES DA BOMBA DE PRÓTONS;Similar;Regulado;196,35;196,35;223,13;236,57;236,57;238,00;238,00;239,45;239,45;245,44;271,44;308,46;327,04;327,04;329,02;329,02;331,03;331,03;339,31;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552918100074003;1057304640017;7896658022319;    -     ;    -     ;DORENE TABS;75 MG COM CT BL AL PLAS TRANS X 7;N3A - ANTIEPILÉPTICOS;Novo;Regulado;18,75;18,75;21,31;22,59;22,59;22,73;22,73;22,87;22,87;23,44;25,92;29,46;31,23;31,23;31,42;31,42;31,62;31,62;32,40;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552918100074103;1057304640025;7896658022326;    -     ;    -     ;DORENE TABS;75 MG COM CT BL AL PLAS TRANS X 10;N3A - ANTIEPILÉPTICOS;Novo;Regulado;26,77;26,77;30,42;32,25;32,25;32,45;32,45;32,65;32,65;33,46;37,01;42,05;44,58;44,58;44,86;44,86;45,14;45,14;46,26;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514040057003;1057304640041;7896658022340;    -     ;    -     ;DORENE TABS;75 MG COM CT BL AL PLAS TRANS X 15;N3A - ANTIEPILÉPTICOS;Novo;Regulado;40,18;40,18;45,66;48,41;48,41;48,70;48,70;49,00;49,00;50,23;55,55;63,12;66,92;66,92;67,32;67,32;67,74;67,74;69,44;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514040057103;1057304640076;7896658022371;    -     ;    -     ;DORENE TABS;75 MG COM CT BL AL PLAS TRANS X 30;N3A - ANTIEPILÉPTICOS;Novo;Regulado;80,33;80,33;91,28;96,78;96,78;97,37;97,37;97,96;97,96;100,41;111,05;126,19;133,79;133,79;134,61;134,61;135,42;135,42;138,81;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552920020110907;1057304640092;7896658022395;    -     ;    -     ;DORENE TABS;150 MG COM CT BL AL PLAS TRANS X 7 ;N3A - ANTIEPILÉPTICOS;Novo;Regulado;29,50;29,50;33,52;35,54;35,54;35,76;35,76;35,98;35,98;36,88;40,78;46,34;49,13;49,13;49,44;49,44;49,74;49,74;50,98;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514040057203;1057304640122;7896658022425;    -     ;    -     ;DORENE TABS;150 MG COM CT BL AL PLAS TRANS X 15;N3A - ANTIEPILÉPTICOS;Novo;Regulado;63,21;63,21;71,83;76,16;76,16;76,62;76,62;77,09;77,09;79,01;87,38;99,30;105,29;105,29;105,92;105,92;106,57;106,57;109,23;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514040057303;1057304640157;7896658022456;    -     ;    -     ;DORENE TABS;150 MG COM CT BL AL PLAS TRANS X 30;N3A - ANTIEPILÉPTICOS;Novo;Regulado;126,44;126,44;143,68;152,34;152,34;153,26;153,26;154,20;154,20;158,05;174,80;198,63;210,60;210,60;211,87;211,87;213,17;213,17;218,49;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
DESLORATADINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514070057603;1057304650020;7896658021633;    -     ;    -     ;ESALERG GOTAS;1,25 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Novo;Regulado;10,74;12,03;13,90;14,87;12,94;14,97;13,02;15,07;13,10;15,51;16,14;18,57;19,82;17,89;19,95;18,00;20,08;18,11;20,64;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
DESLORATADINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514070057703;1057304650039;7896658021640;    -     ;    -     ;ESALERG GOTAS;1,25 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Novo;Regulado;21,47;24,05;27,79;29,72;25,87;29,93;26,03;30,14;26,19;31,01;32,26;37,12;39,61;35,76;39,89;35,98;40,16;36,21;41,28;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
CLORIDRATO DE LISINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515070059807;1057304660018;7896658024627;    -     ;    -     ;RESIST;500 MG CAP CT FR PLAS OPC X 30 ;J5B3 - ANTIVIRAIS PARA HERPES;Específico;Regulado;73,21;82,00;94,76;101,33;88,21;102,04;88,74;102,76;89,29;105,73;110,00;126,58;135,07;121,95;135,98;122,68;136,91;123,44;140,73;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
CLORIDRATO DE LISINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515070059907;1057304660026;7896658024634;    -     ;    -     ;RESIST;500 MG CAP CT FR PLAS OPC X 60;J5B3 - ANTIVIRAIS PARA HERPES;Específico;Regulado;146,41;163,98;189,49;202,63;176,40;204,05;177,47;205,49;178,55;211,43;219,97;253,12;270,09;243,86;271,92;245,34;273,78;246,83;281,42;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE LISINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515070060007;1057304660034;7896658026508;    -     ;    -     ;RESIST;500 MG CAP CT FR PLAS OPC X 90;J5B3 - ANTIVIRAIS PARA HERPES;Específico;Regulado;219,62;245,98;284,25;303,96;264,61;306,09;266,21;308,24;267,84;317,16;329,97;379,70;405,16;365,81;407,90;368,02;410,67;370,27;422,15;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515020058805;1057304670013;7896658022876;    -     ;    -     ;DONILA DUO;10MG+5MG COM REV CT BL AL PLAS TRANS X 7 ;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Novo;Regulado;83,99;94,07;108,71;116,24;101,19;117,06;101,81;117,88;102,43;121,29;126,19;145,21;154,94;139,89;156,00;140,75;157,05;141,60;161,44;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha (*)
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515020059005;1057304670021;7896658022883;    -     ;    -     ;DONILA DUO;10MG+5MG COM REV CT BL AL PLAS TRANS X 30;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Novo;Regulado;359,94;403,13;465,85;498,16;433,66;501,64;436,29;505,17;438,95;519,79;540,78;622,28;664,01;599,51;668,50;603,15;673,04;606,82;691,86;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha (*)
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515020059105;1057304670031;7896658022890;    -     ;    -     ;DONILA DUO;10MG+10MG COM REV CT BL AL PLAS TRANS X 7 ;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Novo;Regulado;94,51;105,85;122,32;130,80;113,87;131,72;114,56;132,64;115,25;136,48;141,99;163,39;174,35;157,42;175,53;158,37;176,72;159,33;181,66;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha (*)
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515020059205;1057304670048;7896658022906;    -     ;    -     ;DONILA DUO;10MG+10MG COM REV CT BL AL PLAS TRANS X 30;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Novo;Regulado;405,06;453,67;524,26;560,61;488,03;564,53;490,98;568,50;493,98;584,96;608,58;700,30;747,25;674,67;752,30;678,75;757,42;682,90;778,60;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha (*)
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515020059305;1057304670056;7896658022913;    -     ;    -     ;DONILA DUO;10MG+15MG COM REV CT BL AL PLAS TRANS X 7 ;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Novo;Regulado;99,56;111,51;128,86;137,80;119,95;138,76;120,68;139,73;121,42;143,78;149,59;172,13;183,68;165,82;184,91;166,83;186,16;167,86;191,38;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha (*)
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515020059405;1057304670064;7896658022920;    -     ;    -     ;DONILA DUO;10MG+15MG COM REV CT BL AL PLAS TRANS X 30;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Novo;Regulado;426,73;477,94;552,30;590,60;514,13;594,73;517,25;598,91;520,40;616,25;641,14;737,75;787,23;710,75;792,55;715,07;797,93;719,42;820,25;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha (*)
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515020059505;1057304670072;7896658022937;    -     ;    -     ;DONILA DUO;10MG+20MG COM REV CT BL AL PLAS TRANS X 7 ;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Novo;Regulado;99,56;111,51;128,86;137,80;119,95;138,76;120,68;139,73;121,42;143,78;149,59;172,13;183,68;165,82;184,91;166,83;186,16;167,86;191,38;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha (*)
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515020058905;1057304670080;7896658022944;    -     ;    -     ;DONILA DUO;10MG+20MG COM REV CT BL AL PLAS TRANS X 30;N7D9 - TODOS OS OUTROS PRODUTOS ANTIALZHEIMER;Novo;Regulado;426,73;477,94;552,30;590,60;514,13;594,73;517,25;598,91;520,40;616,25;641,14;737,75;787,23;710,75;792,55;715,07;797,93;719,42;820,25;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha (*)
TADALAFILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515080060104;1057304700011;7896658025518;    -     ;    -     ;ZYAD;20 MG COM REV BL AL PLAS TRANS X 1;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Similar;Regulado;38,32;38,32;43,55;46,17;46,17;46,45;46,45;46,73;46,73;47,90;52,98;60,21;63,83;63,83;64,21;64,21;64,60;64,60;66,22;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
TADALAFILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515080060204;1057304700036;7896658025532;    -     ;    -     ;ZYAD;20 MG COM REV CT BL AL PLAS TRANS X 2;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Similar;Regulado;76,62;76,62;87,07;92,31;92,31;92,87;92,87;93,44;93,44;95,78;105,92;120,37;127,61;127,61;128,39;128,39;129,18;129,18;132,41;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
TADALAFILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515080060304;1057304700052;7896658025549;    -     ;    -     ;ZYAD;20 MG COM REV CT BL AL PLAS TRANS X 4;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Similar;Regulado;153,21;153,21;174,10;184,59;184,59;185,71;185,71;186,84;186,84;191,51;211,80;240,68;255,18;255,18;256,73;256,73;258,30;258,30;264,75;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
TADALAFILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552921050136403;1057304700117;7896658034855;    -     ;    -     ;ZYAD;5 MG COM REV CT BL AL PLAS TRANS X 10;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Similar;Regulado;71,19;71,19;80,90;85,77;85,77;86,29;86,29;86,82;86,82;88,99;98,42;111,84;118,57;118,57;119,29;119,29;120,02;120,02;123,02;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
TADALAFILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552918100073903;1057304700125;7896658034220;    -     ;    -     ;ZYAD;5 MG COM REV CT BL AL PLAS TRANS X 30;G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5;Similar;Regulado;238,17;238,17;270,65;286,95;286,95;288,69;288,69;290,45;290,45;297,71;329,26;374,16;396,69;396,69;399,10;399,10;401,53;401,53;411,57;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
DUTASTERIDA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515080060703;1057304720010;7896658024856;    -     ;    -     ;DASTENE;0,5 MG CAP MOLE CT BL AL PLAS OPC X 10;G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS;Similar;Regulado;37,15;37,15;42,22;44,76;44,76;45,03;45,03;45,30;45,30;46,44;51,36;58,37;61,88;61,88;62,25;62,25;62,62;62,62;64,20;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
DUTASTERIDA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515080060803;1057304720053;7896658024887;    -     ;    -     ;DASTENE;0,5 MG CAP MOLE CT BL AL PLAS OPC X 30;G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS;Similar;Regulado;111,49;111,49;126,69;134,33;134,33;135,14;135,14;135,96;135,96;139,36;154,13;175,14;185,70;185,70;186,82;186,82;187,96;187,96;192,66;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE DULOXETINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515110061704;1057304750017;7896658024122;    -     ;    -     ;DUAL;30 MG CAP DURA LIB RETARD CT BL AL PLAS TRANS X 7;N6A5 - ANTIDEPRESSIVOS SNRI;Similar;Regulado;24,15;24,15;27,44;29,10;29,10;29,27;29,27;29,45;29,45;30,19;33,39;37,93;40,23;40,23;40,46;40,46;40,71;40,71;41,74;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE DULOXETINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515110062004;1057304750033;7896658024146;    -     ;    -     ;DUAL;30 MG CAP DURA LIB RETARD CT BL AL PLAS TRANS X 30;N6A5 - ANTIDEPRESSIVOS SNRI;Similar;Regulado;103,49;103,49;117,60;124,69;124,69;125,44;125,44;126,21;126,21;129,36;143,07;162,58;172,38;172,38;173,41;173,41;174,48;174,48;178,83;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE DULOXETINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515110061804;1057304750051;7896658024160;    -     ;    -     ;DUAL;60 MG CAP DURA LIB RETARD CT BL AL PLAS TRANS X 7;N6A5 - ANTIDEPRESSIVOS SNRI;Similar;Regulado;51,30;51,30;58,30;61,81;61,81;62,18;62,18;62,56;62,56;64,13;70,92;80,60;85,45;85,45;85,96;85,96;86,49;86,49;88,66;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE DULOXETINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515110061904;1057304750076;7896658024191;    -     ;    -     ;DUAL;60 MG CAP DURA LIB RETARD CT BL AL PLAS TRANS X 30;N6A5 - ANTIDEPRESSIVOS SNRI;Similar;Regulado;219,83;219,83;249,81;264,86;264,86;266,46;266,46;268,09;268,09;274,79;303,90;345,35;366,15;366,15;368,37;368,37;370,62;370,62;379,88;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
RACECADOTRILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515110062104;1057304760012;7896658026201;    -     ;    -     ;AVIDE;100 MG CAP DURA CT BL AL PLAS TRANS PVDC X 6;A7X - OUTROS PRODUTOS PARA DESORDEM INTESTINAL;Similar;Regulado;15,73;17,62;20,36;21,77;18,95;21,93;19,07;22,08;19,19;22,72;23,64;27,20;29,02;26,20;29,22;26,36;29,42;26,53;30,24;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
RACECADOTRILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500515110062204;1057304760039;7896658026195;    -     ;    -     ;AVIDE;100 MG CAP DURA CT BL AL PLAS TRANS PVDC X 9;A7X - OUTROS PRODUTOS PARA DESORDEM INTESTINAL;Similar;Regulado;24,47;27,41;31,67;33,87;29,49;34,11;29,66;34,35;29,85;35,34;36,77;42,30;45,15;40,77;45,46;41,00;45,76;41,27;47,04;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
CANDESARTANA CILEXETILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500516020062404;1057304800014;7896658022708;    -     ;    -     ;CADENZA;8 MG COM CT BL AL PLAS TRANS X 20;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;60,24;60,24;68,45;72,58;72,58;73,02;73,02;73,46;73,46;75,30;83,28;94,63;100,34;100,34;100,95;100,95;101,55;101,55;104,10;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CANDESARTANA CILEXETILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500516020062504;1057304800022;7896658022692;    -     ;    -     ;CADENZA;8 MG COM CT BL AL PLAS TRANS X 30;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;90,34;90,34;102,66;108,84;108,84;109,50;109,50;110,17;110,17;112,93;124,89;141,92;150,46;150,46;151,38;151,38;152,30;152,30;156,12;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
