SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
VALSARTANA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500512080044704;1057304340031;7896658016660;    -     ;    -     ;BRAVAN;160 MG COM REV CT BL AL/AL X 10 ;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;33,62;33,62;38,20;40,51;40,51;40,75;40,75;41,00;41,00;42,03;46,48;52,81;56,00;56,00;56,33;56,33;56,68;56,68;58,10;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
VALSARTANA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500512080044804;1057304340048;7896658016677;    -     ;    -     ;BRAVAN;160 MG COM REV CT BL AL/AL X 30;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;100,86;100,86;114,61;121,52;121,52;122,25;122,25;123,00;123,00;126,08;139,43;158,44;167,99;167,99;169,00;169,00;170,04;170,04;174,30;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
VALSARTANA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500512080044904;1057304340056;7896658016684;    -     ;    -     ;BRAVAN;320 MG COM REV CT BL AL/AL X 10 ;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;33,42;33,42;37,98;40,27;40,27;40,51;40,51;40,76;40,76;41,78;46,20;52,51;55,67;55,67;56,00;56,00;56,35;56,35;57,76;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
VALSARTANA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500512080045004;1057304340064;7896658016691;    -     ;    -     ;BRAVAN;320 MG COM REV CT BL AL/AL X 30;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;100,36;100,36;114,05;120,92;120,92;121,65;121,65;122,39;122,39;125,45;138,74;157,67;167,16;167,16;168,17;168,17;169,20;169,20;173,43;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
HIDROGENOTARTARATO DE RIVASTIGMINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513050049104;1057304360014;7896658017278;    -     ;    -     ;VIVENCIA;1,5 MG CAP CT BL AL PLAS TRANS X 15 ;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;79,84;79,84;90,73;96,19;96,19;96,78;96,78;97,37;97,37;99,80;110,37;125,43;132,98;132,98;133,79;133,79;134,61;134,61;137,97;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
HIDROGENOTARTARATO DE RIVASTIGMINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513050049204;1057304360022;7896658017285;    -     ;    -     ;VIVENCIA;1,5 MG CAP CT BL AL PLAS TRANS X 30;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;159,68;159,68;181,45;192,39;192,39;193,55;193,55;194,73;194,73;199,60;220,75;250,84;265,97;265,97;267,57;267,57;269,20;269,20;275,94;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
HIDROGENOTARTARATO DE RIVASTIGMINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513050049304;1057304360065;7896658017339;    -     ;    -     ;VIVENCIA;3,0 MG CAP CT BL AL PLAS TRANS X 30;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;183,04;183,04;208,00;220,53;220,53;221,87;221,87;223,22;223,22;228,80;253,04;287,55;304,87;304,87;306,72;306,72;308,59;308,59;316,30;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
HIDROGENOTARTARATO DE RIVASTIGMINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513050049404;1057304360073;7896658017346;    -     ;    -     ;VIVENCIA;3,0 MG CAP CT BL AL PLAS TRANS X 60;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;363,96;363,96;413,59;438,51;438,51;441,16;441,16;443,85;443,85;454,95;503,15;571,76;606,21;606,21;609,88;609,88;613,60;613,60;628,94;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
HIDROGENOTARTARATO DE RIVASTIGMINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513050049504;1057304360103;7896658017384;    -     ;    -     ;VIVENCIA;4,5 MG CAP CT BL AL PLAS TRANS X 30;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;207,96;207,96;236,32;250,55;250,55;252,07;252,07;253,61;253,61;259,95;287,49;326,70;346,37;346,37;348,47;348,47;350,60;350,60;359,37;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
HIDROGENOTARTARATO DE RIVASTIGMINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513050049604;1057304360146;7896658017438;    -     ;    -     ;VIVENCIA;6,0 MG CAP CT BL AL PLAS TRANS X 30;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;212,21;212,21;241,15;255,67;255,67;257,22;257,22;258,79;258,79;265,26;293,37;333,38;353,45;353,45;355,59;355,59;357,76;357,76;366,71;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE RANITIDINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513050049004;1057304370011;7896658018732;    -     ;    -     ;LABEL GOTAS;40 MG/ML SOL OR FR VD AMB X 45 ML + CGT;A2B1 - ANTAGONISTAS RECEPTORES H2;Novo;Regulado;29,20;29,20;33,18;35,18;35,18;35,39;35,39;35,61;35,61;36,50;40,37;45,87;48,63;48,63;48,92;48,92;49,23;49,23;50,46;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE RANITIDINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513050048904;1057304370028;7896658018725;    -     ;    -     ;LABEL GOTAS;40 MG/ML SOL OR FR VD AMB X 30 ML + CGT;A2B1 - ANTAGONISTAS RECEPTORES H2;Novo;Regulado;19,48;19,48;22,14;23,47;23,47;23,61;23,61;23,76;23,76;24,35;26,93;30,61;32,45;32,45;32,64;32,64;32,85;32,85;33,66;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE DONEPEZILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513020047704;1057304380031;7896658014604;7896658027666;    -     ;DONILA;5 MG COM REV CT BL AL PLAS TRANS X 30;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;334,97;334,97;380,65;403,58;403,58;406,02;406,02;408,50;408,50;418,71;463,08;526,23;557,93;557,93;561,30;561,30;564,73;564,73;578,84;Não;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE DONEPEZILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513090052903;1057304380066;7896658014574;    -     ;    -     ;DONILA;10 MG COM REV CT BL AL PLAS TRANS X 15;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;174,79;174,79;198,63;210,59;210,59;211,87;211,87;213,16;213,16;218,49;241,64;274,59;291,13;291,13;292,90;292,90;294,68;294,68;302,05;Não;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE DONEPEZILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513020047804;1057304380074;7896658014567;7896658033629;    -     ;DONILA;10 MG COM REV CT BL AL PLAS TRANS X 30;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;392,89;392,89;446,47;473,36;473,36;476,23;476,23;479,13;479,13;491,11;543,15;617,22;654,39;654,39;658,36;658,36;662,37;662,37;678,93;Não;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha (*)
CLORIDRATO DE DONEPEZILA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513090052803;1057304380090;7896658014628;    -     ;    -     ;DONILA;5 MG COM REV CT BL AL PLAS TRANS X 7;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Similar;Regulado;71,22;71,22;80,93;85,81;85,81;86,33;86,33;86,85;86,85;89,03;98,46;111,88;118,63;118,63;119,35;119,35;120,07;120,07;123,08;Não;Não;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
"CLORIDRATO DE TRAMADOL;PARACETAMOL";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513030047904;1057304400024;7896658016837;    -     ;    -     ;REVANGE;(37,5 + 325,0) MG COM REV CT BL AL PLAS TRANS X 10;N2A - ANALGÉSICOS NARCÓTICOS;Similar;Regulado;24,10;26,99;31,19;33,35;29,03;33,59;29,21;33,82;29,39;34,80;36,21;41,66;44,45;40,13;44,76;40,38;45,06;40,63;46,32;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha (*)
"CLORIDRATO DE TRAMADOL;PARACETAMOL";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513030048004;1057304400032;7896658016844;    -     ;    -     ;REVANGE;(37,5 + 325,0) MG COM REV CT BL AL PLAS TRANS X 20;N2A - ANALGÉSICOS NARCÓTICOS;Similar;Regulado;50,40;56,45;65,23;69,76;60,73;70,24;61,09;70,74;61,47;72,79;75,73;87,13;92,98;83,96;93,60;84,45;94,25;84,98;96,89;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha (*)
"CLORIDRATO DE TRAMADOL;PARACETAMOL";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919120092707;1057304400040;7896658034985;    -     ;    -     ;REVANGE;(37,5 + 325,0) MG COM REV CT BL AL PLAS TRANS X 30;N2A - ANALGÉSICOS NARCÓTICOS;Similar;Regulado;62,88;70,43;81,39;87,03;75,76;87,64;76,22;88,26;76,69;90,81;94,48;108,72;116,00;104,73;116,79;105,37;117,59;106,02;120,87;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha (*)
CURCUMA LONGA L.;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919120090007;1057304420017;7896658020964;    -     ;    -     ;MOTORE;250 MG CAP DURA CT FR PLAS OPC X 15;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Fitoterápico;Liberado;17,49;19,59;22,64;24,21;21,07;24,38;21,20;24,55;21,33;25,26;26,28;30,24;32,27;29,13;32,49;29,31;32,71;29,49;33,62;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
CURCUMA LONGA L.;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919120089807;1057304420041;7896658020988;    -     ;    -     ;MOTORE;250 MG CAP DURA CT FR PLAS OPC X 60;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Fitoterápico;Liberado;66,95;74,98;86,65;92,65;80,66;93,30;81,15;93,96;81,64;96,68;100,58;115,75;123,50;111,51;124,33;112,19;125,18;112,86;128,68;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
CURCUMA LONGA L.;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919120089907;1057304420051;7896658020995;    -     ;    -     ;MOTORE;250 MG CAP DURA CT FR PLAS OPC X 120;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Fitoterápico;Liberado;108,50;121,52;140,43;150,17;130,72;151,21;131,52;152,28;132,32;156,69;163,01;187,58;200,17;180,71;201,51;181,82;202,88;182,92;208,56;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"CLORIDRATO DE BENSERAZIDA;LEVODOPA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513040048104;1057304430012;7896658020599;    -     ;    -     ;EKSON;200 MG + 50 MG COM CT FR VD AMB X 10 ;N4A - ANTIPARKINSONIANOS;Similar;Regulado;19,76;19,76;22,45;23,81;23,81;23,95;23,95;24,10;24,10;24,70;27,32;31,04;32,92;32,92;33,11;33,11;33,32;33,32;34,15;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
"CLORIDRATO DE BENSERAZIDA;LEVODOPA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513040048204;1057304430020;7896658020605;    -     ;    -     ;EKSON;200 MG + 50 MG COM CT FR VD AMB X 30;N4A - ANTIPARKINSONIANOS;Similar;Regulado;59,25;59,25;67,33;71,39;71,39;71,82;71,82;72,26;72,26;74,06;81,91;93,08;98,69;98,69;99,29;99,29;99,90;99,90;102,38;Não;Não;Sim;Não;;Positiva;Sim;Tarja  Vermelha
"CLORIDRATO DE BENSERAZIDA;LEVODOPA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919040076603;1057304430047;7896658033636;    -     ;    -     ;EKSON;100 MG + 25 MG COM CT FR VD AMB X 10;N4A - ANTIPARKINSONIANOS;Similar;Regulado;8,83;8,83;10,03;10,64;10,64;10,70;10,70;10,77;10,77;11,04;12,21;13,87;14,71;14,71;14,79;14,79;14,89;14,89;15,26;Não;Não;Sim;Não;;Positiva;Sim;Tarja  Vermelha
"CLORIDRATO DE BENSERAZIDA;LEVODOPA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919040076703;1057304430055;7896658033582;    -     ;    -     ;EKSON;100 MG + 25 MG COM CT FR VD AMB X 30;N4A - ANTIPARKINSONIANOS;Similar;Regulado;26,48;26,48;30,09;31,90;31,90;32,10;32,10;32,29;32,29;33,10;36,61;41,60;44,10;44,10;44,38;44,38;44,64;44,64;45,76;Não;Não;Sim;Não;;Positiva;Sim;Tarja  Vermelha
"CLORIDRATO DE BENSERAZIDA;LEVODOPA";60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919040076803;1057304430063;7896658033599;    -     ;    -     ;EKSON;100 MG + 25 MG COM CT FR VD AMB X 60;N4A - ANTIPARKINSONIANOS;Similar;Regulado;52,95;52,95;60,17;63,80;63,80;64,18;64,18;64,57;64,57;66,19;73,20;83,18;88,20;88,20;88,73;88,73;89,26;89,26;91,50;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
CIPROFIBRATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513060050504;1057304450013;7896658019913;    -     ;    -     ;CIPIDE;100 MG COM CT BL AL PLAS TRANS X 10;C10A2 - FIBRATOS;Similar;Regulado;20,41;20,41;23,19;24,59;24,59;24,74;24,74;24,89;24,89;25,51;28,22;32,06;33,99;33,99;34,20;34,20;34,41;34,41;35,27;Não;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
CIPROFIBRATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513060050604;1057304450031;7896658019562;    -     ;    -     ;CIPIDE;100 MG COM CT BL AL PLAS TRANS X 30 ;C10A2 - FIBRATOS;Similar;Regulado;61,27;61,27;69,63;73,82;73,82;74,27;74,27;74,72;74,72;76,59;84,70;96,26;102,05;102,05;102,67;102,67;103,30;103,30;105,88;Não;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
CIPROFIBRATO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552921060136703;1057304450056;7896658038587;    -     ;    -     ;CIPIDE;100 MG COM CT BL AL PLAS TRANS X 60;C10A2 - FIBRATOS;Similar;Regulado;122,47;122,47;139,17;147,55;147,55;148,45;148,45;149,35;149,35;153,09;169,31;192,39;203,98;203,98;205,22;205,22;206,47;206,47;211,64;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha(*)
DROPROPIZINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513080051604;1057304490023;7896658021374;    -     ;    -     ;NOTUSS TSS;1,5 MG/ML XPE CT FR PLAS AMB X 60 ML + SER DOS;R5D1 - ANTITUSSÍGENOS PUROS;Similar;Liberado;4,62;5,18;5,99;6,40;5,57;6,45;5,61;6,49;5,64;6,68;6,95;8,00;8,53;7,70;8,60;7,76;8,65;7,80;8,89;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre/Sem Tarja (*)
DROPROPIZINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513080051704;1057304490031;7896658021381;    -     ;    -     ;NOTUSS TSS;1,5 MG/ML XPE CT FR PLAS AMB X 120 ML + SER DOS;R5D1 - ANTITUSSÍGENOS PUROS;Similar;Liberado;9,25;10,36;11,97;12,80;11,14;12,89;11,21;12,98;11,28;13,36;13,90;15,99;17,06;15,40;17,18;15,50;17,29;15,59;17,78;Não;Não;Não;Não;;Negativa;Sim;Tarja Venda Livre/Sem Tarja (*)
DROPROPIZINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513080051804;1057304490041;7896658021091;    -     ;    -     ;NOTUSS TSS;1,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R5D1 - ANTITUSSÍGENOS PUROS;Similar;Liberado;9,25;10,36;11,97;12,80;11,14;12,89;11,21;12,98;11,28;13,36;13,90;15,99;17,06;15,40;17,18;15,50;17,29;15,59;17,78;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre
DROPROPIZINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513080051904;1057304490058;7896658021114;    -     ;    -     ;NOTUSS TSS;3 MG/ML XPE CT FR PLAS AMB X 60 ML + COP ;R5D1 - ANTITUSSÍGENOS PUROS;Similar;Liberado;5,78;6,47;7,48;8,00;6,96;8,05;7,00;8,11;7,04;8,34;8,68;9,99;10,66;9,62;10,73;9,68;10,81;9,73;11,10;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre/Sem Tarja (*)
DROPROPIZINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513080052004;1057304490066;7896658021121;    -     ;    -     ;NOTUSS TSS;3 MG/ML XPE CT FR PLAS AMB X 120 ML + COP;R5D1 - ANTITUSSÍGENOS PUROS;Similar;Liberado;11,59;12,98;15,00;16,04;13,96;16,15;14,05;16,27;14,13;16,74;17,41;20,04;21,38;19,30;21,52;19,42;21,68;19,53;22,28;Não;Não;Não;Não;;Negativa;Sim;Tarja Venda Livre/Sem Tarja (*)
ALENDRONATO DE SÓDIO TRI-HIDRATADO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513120053303;1057304510024;7896658022760;    -     ;    -     ;LEDAR;70 MG COM CT BL AL/AL X 4;M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS;Similar;Regulado;87,81;87,81;99,78;105,80;105,80;106,44;106,44;107,09;107,09;109,76;121,39;137,94;146,26;146,26;147,15;147,15;148,05;148,05;151,74;Não;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
LEVOFLOXACINO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513110053003;1057304530017;7896658022074;    -     ;    -     ;LIVEPAX;500 MG COM REV CT BL AL PLAS TRANS X 3;J1G1 - FLUORQUINOLONAS ORAIS;Similar;Regulado;37,00;37,00;42,05;44,58;44,58;44,85;44,85;45,12;45,12;46,25;51,15;58,13;61,63;61,63;62,00;62,00;62,38;62,38;63,94;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
LEVOFLOXACINO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513110053103;1057304530033;7896658022098;    -     ;    -     ;LIVEPAX;500 MG COM REV CT BL AL PLAS TRANS X 7;J1G1 - FLUORQUINOLONAS ORAIS;Similar;Regulado;86,34;86,34;98,11;104,02;104,02;104,65;104,65;105,29;105,29;107,93;119,36;135,63;143,80;143,80;144,67;144,67;145,56;145,56;149,21;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
LEVOFLOXACINO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500513110053203;1057304530041;7896658022104;    -     ;    -     ;LIVEPAX;500 MG COM REV CT BL AL PLAS TRANS X 10;J1G1 - FLUORQUINOLONAS ORAIS;Similar;Regulado;123,34;123,34;140,16;148,60;148,60;149,50;149,50;150,41;150,41;154,18;170,51;193,76;205,43;205,43;206,67;206,67;207,93;207,93;213,14;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
LEVOFLOXACINO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919120098307;1057304530084;7896658034695;    -     ;    -     ;LIVEPAX;750 MG COM REV CT BL AL PLAS TRANS X 5;J1G1 - FLUORQUINOLONAS ORAIS;Similar;Regulado;61,70;61,70;70,11;74,34;74,34;74,79;74,79;75,24;75,24;77,13;85,30;96,92;102,77;102,77;103,39;103,39;104,01;104,01;106,63;Não;Não;Não;Não;;Positiva;Sim;Tarja -(*)
LEVOFLOXACINO;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552919120098407;1057304530092;7896658034688;    -     ;    -     ;LIVEPAX;750 MG COM REV CT BL AL PLAS TRANS X 7;J1G1 - FLUORQUINOLONAS ORAIS;Similar;Regulado;86,42;86,42;98,20;104,12;104,12;104,75;104,75;105,39;105,39;108,03;119,47;135,76;143,94;143,94;144,81;144,81;145,70;145,70;149,35;Não;Não;Não;Não;;Positiva;Sim;Tarja -(*)
DESLORATADINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514010054704;1057304560013;7896658018862;    -     ;    -     ;ESALERG;0,5 MG/ML XPE CT FR PLAS AMB X 100 ML + SER DOS;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Similar;Regulado;46,18;51,72;59,77;63,91;55,64;64,36;55,97;64,81;56,32;66,69;69,38;79,84;85,19;76,92;85,77;77,38;86,35;77,86;88,77;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
DESLORATADINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514010054604;1057304560021;7896658018879;    -     ;    -     ;ESALERG;0,5 MG/ML XPE CT FR PLAS AMB X 60 ML + SER DOS;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Similar;Regulado;27,71;31,03;35,86;38,34;33,38;38,61;33,58;38,88;33,79;40,01;41,63;47,90;51,10;46,15;51,45;46,42;51,80;46,71;53,25;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
DESLORATADINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514010054503;1057304560072;7896658018992;    -     ;    -     ;ESALERG;5 MG COM REV CT BL AL PLAS TRANS X 10;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Similar;Regulado;27,43;30,72;35,50;37,96;33,05;38,23;33,25;38,50;33,45;39,61;41,21;47,42;50,60;45,69;50,95;45,97;51,29;46,24;52,72;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
DESLORATADINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552918040072603;1057304560080;7896658019005;    -     ;    -     ;ESALERG;5 MG COM REV CT BL AL PLAS TRANS X 30;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Similar;Regulado;55,69;62,37;72,07;77,07;67,09;77,61;67,50;78,16;67,91;80,42;83,67;96,27;102,73;92,75;103,42;93,31;104,13;93,88;107,04;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514010054104;1057304570043;7896658015786;    -     ;    -     ;DORENE;75 MG CAP GEL DURA CT BL AL PLAS TRANS X 15;N3A - ANTIEPILÉPTICOS;Similar;Regulado;53,05;53,05;60,28;63,92;63,92;64,30;64,30;64,70;64,70;66,31;73,34;83,33;88,37;88,37;88,89;88,89;89,44;89,44;91,67;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514010054204;1057304570078;7896658015724;    -     ;    -     ;DORENE;75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;N3A - ANTIEPILÉPTICOS;Similar;Regulado;106,06;106,06;120,52;127,78;127,78;128,56;128,56;129,34;129,34;132,58;146,62;166,61;176,65;176,65;177,73;177,73;178,80;178,80;183,28;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514010054304;1057304570124;7896658015816;    -     ;    -     ;DORENE;150 MG CAP GEL DURA CT BL AL PLAS TRANS X 15;N3A - ANTIEPILÉPTICOS;Similar;Regulado;81,53;81,53;92,65;98,23;98,23;98,82;98,82;99,43;99,43;101,91;112,71;128,08;135,80;135,80;136,61;136,61;137,46;137,46;140,88;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
PREGABALINA;60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;500514010054404;1057304570159;7896658015779;    -     ;    -     ;DORENE;150 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;N3A - ANTIEPILÉPTICOS;Similar;Regulado;163,07;163,07;185,31;196,47;196,47;197,66;197,66;198,87;198,87;203,84;225,43;256,18;271,61;271,61;273,25;273,25;274,93;274,93;281,80;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
HEDERA HELIX (HERA);60.659.463/0029-92;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;552920070130707;1057304600041;7896658021435;    -     ;    -     ;LIBERAFLUX;7,5 MG XPE CT FR PLAS AMB X 30 ML + COP;R5C - EXPECTORANTES;Fitoterápico;Liberado;6,16;6,90;7,97;8,53;7,42;8,59;7,47;8,65;7,51;8,90;9,26;10,65;11,37;10,26;11,45;10,33;11,52;10,38;11,85;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
